Movie_ID,Name,Date,Rate,Votes,Genre,Duration,Type,Nudity,Violence,Profanity,Alcohol,Frightening
0,No Time to Die,2021,7.6,"107,163","Action, Adventure, Thriller",163 ,Film,Mild,Moderate,Mild,Mild,Moderate
1,The Many Saints of Newark,2021,6.4,"27,145","Crime, Drama",120 ,Film,Moderate,Severe,Severe,Moderate,Moderate
2,Venom Let There Be Carnage,2021,6.4,"30,443","Action, Adventure, Sci-Fi",97 ,Film,None,Moderate,Moderate,Mild,Moderate
3,Ted Lasso,2021,8.8,"117,562","Comedy, Drama, Sport",30 ,Series,Mild,None,Severe,Mild,None
4,Free Guy,2021,7.3,"153,835","Action, Adventure, Comedy",115 ,Film,Mild,Moderate,Moderate,None,Mild
5,Sex Education,2021,8.3,"220,201","Comedy, Drama",45 ,Series,Severe,Mild,Severe,Moderate,Mild
6,The Walking Dead,2021,8.2,"906,327","Drama, Horror, Thriller",44 ,Series,Mild,Severe,Moderate,Mild,Severe
7,The Chestnut Man,2021,7.9,"15,434","Crime, Drama, Mystery",50 ,Series,Mild,Moderate,Mild,None,Moderate
8,The Sopranos,2021,9.2,"340,006","Crime, Drama",55 ,Series,Severe,Severe,Severe,Severe,Severe
9,American Horror Story,2021,8.0,"296,306","Drama, Horror, Thriller",60 ,Series,Severe,Severe,Severe,Severe,Severe
10,Seinfeld,2021,8.8,"272,028",Comedy,22 ,Series,Mild,Mild,Mild,Mild,None
11,Greys Anatomy,2021,7.5,"275,094","Drama, Romance",41 ,Series,Moderate,Severe,Mild,Moderate,Moderate
12,Game of Thrones,2021,9.2,"1,885,776","Action, Adventure, Drama",57 ,Series,Severe,Severe,Severe,Moderate,Severe
13,Black Widow,2021,6.8,"246,603","Action, Adventure, Sci-Fi",134 ,Film,None,Moderate,Mild,Mild,Moderate
14,The Last Duel,2021,7.7,"6,498","Action, Drama, History",152 ,Film,Severe,Severe,Moderate,Mild,Severe
15,Alice in Borderland,2021,7.7,"33,151","Action, Fantasy, Mystery",50 ,Series,Moderate,Severe,Mild,Mild,Severe
16,ShangChi and the Legend of the Ten Rings,2021,7.9,"109,552","Action, Adventure, Fantasy",132 ,Film,None,Moderate,Mild,Mild,Mild
17,Billions,2021,8.4,"80,562",Drama,60 ,Series,Moderate,None,Severe,Moderate,None
18,Resident Evil Welcome to Raccoon City,2021,No Rate,No Votes,"Action, Horror, Mystery",107 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
19,Spectre,2015,6.8,"407,514","Action, Adventure, Thriller",148 ,Film,Mild,Moderate,Mild,Mild,Moderate
20,Lucifer,2006,8.1,"288,801","Crime, Drama, Fantasy",42 ,Series,Mild,Mild,Mild,Moderate,Mild
21,The Morning Show,2006,8.4,"73,736",Drama,60 ,Series,Mild,None,Severe,Mild,Mild
22,Halloween Kills,2021,6.1,"20,383","Horror, Thriller",105 ,Film,None,Severe,Severe,Mild,Severe
23,Theres Someone Inside Your House,2021,4.8,"7,724","Horror, Mystery, Thriller",96 ,Film,Mild,Severe,Moderate,Moderate,Moderate
24,Malignant,2021,6.3,"53,310","Crime, Horror, Mystery",111 ,Film,None,Severe,Moderate,None,Severe
25,La casa de papel,2021,8.2,"393,487","Action, Crime, Drama",70 ,Series,Moderate,Moderate,Moderate,Mild,Moderate
26,Tick Tick Boom,2021,No Rate,No Votes,"Biography, Drama, Musical",115 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
27,The Night House,2020,6.5,"14,936","Horror, Mystery, Thriller",107 ,Film,Mild,Moderate,Moderate,Moderate,Severe
28,Succession,2020,8.7,"66,106",Drama,60 ,Series,Moderate,Mild,Severe,Moderate,None
29,Skyfall,2012,7.8,"658,977","Action, Adventure, Thriller",143 ,Film,Mild,Moderate,Mild,Mild,Moderate
30,NCIS Naval Criminal Investigative Service,2012,7.7,"130,626","Action, Crime, Drama",60 ,Series,Mild,Moderate,Mild,Mild,Moderate
31,See,2012,7.6,"59,581","Action, Drama, Sci-Fi",60 ,Series,Moderate,Severe,Moderate,None,Moderate
32,The Addams Family 2,2021,5.3,"3,798","Animation, Adventure, Comedy",93 ,Film,Mild,Moderate,None,None,Mild
33,Big Sky,2021,6.8,"11,483","Crime, Drama, Mystery",60 ,Series,Mild,Moderate,Mild,Mild,Moderate
34,Peaky Blinders,2021,8.8,"416,006","Crime, Drama",60 ,Series,Severe,Severe,Severe,Severe,Moderate
35,Titane,2021,7.2,"6,076","Drama, Horror, Sci-Fi",108 ,Film,Severe,Severe,Severe,Moderate,Severe
36,American Crime Story,2021,8.4,"87,503","Biography, Crime, Drama",42 ,Series,Moderate,Severe,Severe,Moderate,Severe
37,Stranger Things,2021,8.7,"918,729","Drama, Fantasy, Horror",51 ,Series,Mild,Moderate,Moderate,Mild,Moderate
38,Titans,2021,7.6,"82,808","Action, Adventure, Crime",45 ,Series,Moderate,Severe,Severe,Mild,Moderate
39,Goliath,2021,8.2,"40,575",Drama,60 ,Series,Moderate,Moderate,Severe,Severe,Moderate
40,Breaking Bad,2021,9.4,"1,593,305","Crime, Drama, Thriller",49 ,Series,Mild,Severe,Moderate,Severe,Severe
41,On My Block,2021,8.0,"13,772","Comedy, Drama",30 ,Series,Mild,Moderate,Moderate,Moderate,Mild
42,Old,2021,5.8,"52,713","Drama, Horror, Mystery",108 ,Film,Mild,Moderate,Mild,None,Moderate
43,Y The Last Man,2021,6.3,"7,780","Action, Adventure, Drama",60 ,Series,Mild,Moderate,Moderate,No Rate,No Rate
44,The Rookie,2021,8.0,"27,281","Comedy, Crime, Drama",43 ,Series,Mild,Moderate,Mild,Moderate,Mild
45,No One Gets Out Alive,2021,5.3,"7,573","Drama, Horror, Mystery",85 ,Film,None,Severe,Severe,No Rate,Severe
46,Law  Order Special Victims Unit,2021,8.0,"92,115","Crime, Drama, Mystery",60 ,Series,Moderate,Moderate,Moderate,Moderate,Severe
47,Hocus Pocus,1993,6.9,"110,741","Comedy, Family, Fantasy",96 ,Film,Mild,Mild,Mild,Mild,Moderate
48,Chicago Fire,1993,8.0,"46,774","Action, Drama",43 ,Series,Mild,Moderate,Mild,Mild,Mild
49,Dune,1984,6.4,"142,157","Action, Adventure, Sci-Fi",137 ,Film,Mild,Moderate,None,Mild,Moderate
50,You,1984,7.7,"173,763","Crime, Drama, Romance",45 ,Series,Moderate,Moderate,Mild,Mild,Moderate
51,Den skyldige,2018,7.5,"52,965","Crime, Drama, Thriller",85 ,Film,None,None,Mild,None,Moderate
52,Quantum of Solace,2008,6.6,"424,649","Action, Adventure, Thriller",106 ,Film,Mild,Moderate,Mild,Mild,Moderate
53,Doom Patrol,2008,7.9,"43,676","Action, Adventure, Comedy",60 ,Series,Moderate,Severe,Severe,Mild,Moderate
54,Yellowstone,2008,8.6,"48,060","Drama, Western",60 ,Series,Moderate,Moderate,Severe,Moderate,Moderate
55,The Suicide Squad,2021,7.3,"224,344","Action, Adventure, Comedy",132 ,Film,Moderate,Severe,Severe,Moderate,Severe
56,Friends,2021,8.8,"903,947","Comedy, Romance",22 ,Series,Mild,None,Mild,Mild,None
57,Eternals,2021,No Rate,No Votes,"Action, Adventure, Drama",157 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
58,Brooklyn NineNine,2021,8.4,"267,096","Comedy, Crime",22 ,Series,Mild,Mild,Mild,Mild,Mild
59,Cruella,2021,7.4,"174,071","Adventure, Comedy, Crime",134 ,Film,None,Mild,Mild,Mild,Mild
60,The Blacklist,2021,8.0,"219,628","Crime, Drama, Mystery",43 ,Series,None,Moderate,Mild,Mild,Mild
61,Supernatural,2021,8.4,"411,255","Drama, Fantasy, Horror",44 ,Series,Mild,Moderate,Mild,Mild,Moderate
62,Criminal Minds,2021,8.1,"177,854","Crime, Drama, Mystery",42 ,Series,Mild,Severe,Mild,Mild,Severe
63,Infinite,2021,5.5,"32,451","Action, Sci-Fi, Thriller",106 ,Film,None,Moderate,Moderate,Mild,Moderate
64,VHS94,2021,5.5,"3,196","Horror, Mystery, Thriller",103 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
65,The Good Doctor,2021,8.1,"78,703",Drama,41 ,Series,Mild,Moderate,Mild,Mild,Mild
66,Dexter,2021,8.6,"678,377","Crime, Drama, Mystery",53 ,Series,Moderate,Severe,Severe,Mild,Severe
67,The Green Knight,2021,6.6,"53,565","Adventure, Drama, Fantasy",130 ,Film,Moderate,Moderate,None,Mild,Moderate
68,Last Man Down,2021,No Rate,No Votes,Action,87 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
69,The French Dispatch,2021,7.4,"1,370","Comedy, Drama, Romance",108 ,Film,Moderate,Mild,Moderate,Moderate,Mild
70,The Boys,2021,8.7,"316,047","Action, Crime, Drama",60 ,Series,Severe,Severe,Severe,Moderate,Severe
71,Vikings,2021,8.5,"472,761","Action, Adventure, Drama",44 ,Series,Severe,Severe,Mild,Mild,Severe
72,Silent Witness,2021,7.8,"7,917","Crime, Drama, Mystery",120 ,Series,Severe,Severe,Moderate,Moderate,Severe
73,The Card Counter,2021,6.2,"9,236","Crime, Drama, Thriller",111 ,Film,Moderate,Moderate,Moderate,Mild,Severe
74,Lamb,2021,6.7,"2,251","Drama, Horror, Mystery",106 ,Film,Moderate,Moderate,Mild,Mild,Moderate
75,Midsomer Murders,2021,7.8,"28,198","Crime, Drama, Mystery",90 ,Series,Mild,Moderate,Mild,Mild,Moderate
76,Rick and Morty,2021,9.2,"436,882","Animation, Adventure, Comedy",23 ,Series,Moderate,Severe,Severe,Severe,Moderate
77,After We Fell,2021,5.0,"2,719",Drama,98 ,Film,Moderate,Mild,Moderate,Moderate,Mild
78,Riverdale,2021,6.7,"130,524","Crime, Drama, Mystery",45 ,Series,Moderate,Moderate,Mild,Moderate,Moderate
79,The Harder They Fall,2021,5.2,315,"Drama, Western",130 ,Film,Mild,Severe,Moderate,Moderate,Severe
80,Chicago Med,2021,7.6,"20,080",Drama,43 ,Series,Mild,Moderate,Mild,Mild,Moderate
81,Promising Young Woman,2020,7.5,"132,936","Crime, Drama, Thriller",113 ,Film,Mild,Moderate,Severe,Moderate,Moderate
82,Modern Family,2020,8.4,"388,093","Comedy, Drama, Romance",22 ,Series,Mild,None,Mild,Mild,None
83,The Mandalorian,2020,8.8,"359,850","Action, Adventure, Sci-Fi",40 ,Series,None,Moderate,None,None,Moderate
84,Queenpins,2021,6.2,"3,525","Comedy, Crime",110 ,Film,None,None,Moderate,None,None
85,The Big Bang Theory,2021,8.1,"753,761","Comedy, Romance",22 ,Series,Mild,None,Mild,Mild,None
86,The Wire,2021,9.3,"306,334","Crime, Drama, Thriller",59 ,Series,Severe,Severe,Severe,Severe,Severe
87,The White Lotus,2021,7.7,"37,058","Comedy, Drama",353 ,Series,Moderate,Mild,Moderate,Severe,None
88,The Witcher,2021,8.2,"353,732","Action, Adventure, Fantasy",60 ,Series,Severe,Severe,Moderate,Mild,Moderate
89,The Starling,2021,6.3,"6,994","Comedy, Drama",102 ,Film,Mild,None,Mild,Mild,None
90,Kate,2021,6.3,"41,301","Action, Adventure, Crime",106 ,Film,Mild,Severe,Severe,Mild,Moderate
91,Knives Out,2019,7.9,"537,031","Comedy, Crime, Drama",130 ,Film,None,Mild,Moderate,Mild,Mild
92,New Amsterdam,2019,8.1,"30,554",Drama,43 ,Series,Mild,Moderate,Mild,Moderate,Moderate
93,Cry Macho,2021,5.8,"13,148","Drama, Thriller, Western",104 ,Film,Mild,Mild,Moderate,Mild,Mild
94,Castle,2021,8.1,"146,732","Comedy, Crime, Drama",43 ,Series,Mild,Moderate,Mild,Mild,Moderate
95,Black Mirror,2021,8.8,"482,062","Drama, Sci-Fi, Thriller",60 ,Series,Severe,Severe,Severe,Mild,Severe
96,Till Death,2021,5.8,"12,586","Horror, Thriller",88 ,Film,Mild,Severe,Moderate,Mild,Moderate
97,The Voyeurs,2021,5.9,"10,281","Drama, Mystery, Thriller",120 ,Film,Severe,Moderate,Mild,Moderate,Moderate
98,The Crown,2021,8.6,"176,135","Biography, Drama, History",58 ,Series,Moderate,Mild,Mild,Mild,Mild
99,Better Call Saul,2021,8.8,"359,684","Crime, Drama",46 ,Series,Mild,Moderate,Moderate,Moderate,Moderate
100,Lost,2021,8.3,"520,422","Adventure, Drama, Fantasy",44 ,Series,Mild,Moderate,Mild,Moderate,Moderate
101,The Simpsons,2021,8.6,"381,626","Animation, Comedy",22 ,Series,Moderate,Moderate,Mild,Moderate,Mild
102,Dear Evan Hansen,2021,6.0,"5,468","Drama, Musical",137 ,Film,Mild,None,Mild,Mild,Mild
103,CSI Crime Scene Investigation,2021,7.6,"80,011","Crime, Drama, Mystery",60 ,Series,Mild,Severe,Mild,Mild,Moderate
104,Its Always Sunny in Philadelphia,2021,8.8,"201,983",Comedy,22 ,Series,Moderate,Mild,Severe,Severe,Mild
105,Hypnotic,2021,No Rate,No Votes,"Drama, Horror, Thriller",88 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
106,Superstore,2021,7.8,"39,602",Comedy,22 ,Series,Mild,Mild,Mild,Mild,None
107,The Resident,2021,7.7,"22,186",Drama,60 ,Series,Mild,Mild,Mild,Mild,Mild
108,Gisaengchung,2019,8.6,"669,620","Comedy, Drama, Thriller",132 ,Film,Moderate,Severe,Moderate,Mild,Moderate
109,Mr Robot,2019,8.5,"354,297","Crime, Drama, Thriller",49 ,Series,Moderate,Severe,Severe,Severe,Severe
110,Last Night in Soho,2021,7.4,"1,122","Drama, Horror, Mystery",116 ,Film,Moderate,Moderate,Moderate,Mild,Moderate
111,Titanic,1997,7.8,"1,096,676","Drama, Romance",194 ,Film,Moderate,Moderate,Moderate,Mild,Severe
112,Shiddat,2021,8.0,"8,066",Romance,146 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
113,Ozark,2022,8.4,"214,799","Crime, Drama, Thriller",60 ,Series,Severe,Severe,Severe,Severe,Severe
114,Rise of the Footsoldier Origins,2021,6.4,"1,894","Action, Crime, Drama",107 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
115,F9,2021,5.2,"97,696","Action, Adventure, Crime",143 ,Film,None,Moderate,Mild,Mild,Moderate
116,Shingeki no kyojin,2021,9.0,"255,267","Animation, Action, Adventure",24 ,Series,Mild,Severe,Moderate,Mild,Severe
117,365 dni,2020,3.3,"67,739","Drama, Romance",114 ,Film,Severe,Mild,Moderate,Moderate,Mild
118,Archer,2020,8.6,"144,917","Animation, Action, Comedy",22 ,Series,Moderate,Severe,Severe,Severe,Moderate
119,How I Met Your Mother,2020,8.3,"635,038","Comedy, Romance",22 ,Series,Moderate,None,Mild,Moderate,None
120,Chehre,2021,6.6,"21,358","Drama, Mystery, Thriller",139 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
121,Young Sheldon,2021,7.5,"41,356",Comedy,30 ,Series,Mild,None,Mild,Mild,None
122,Manifest,2022,7.1,"39,468","Drama, Mystery, Sci-Fi",43 ,Series,Mild,Mild,Mild,None,Mild
123,911,2022,7.8,"26,981","Action, Drama, Thriller",43 ,Series,Mild,Moderate,Mild,Mild,Moderate
124,Heat,1995,8.2,"609,446","Crime, Drama, Thriller",170 ,Film,Mild,Severe,Severe,Mild,Moderate
125,Old Henry,2021,7.2,"4,233",Western,99 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
126,Chicago PD,2021,8.1,"32,212","Action, Crime, Drama",43 ,Series,Mild,Moderate,Mild,Moderate,Moderate
127,The Expanse,2021,8.5,"123,865","Drama, Mystery, Sci-Fi",60 ,Series,Moderate,Moderate,Moderate,Mild,Moderate
128,Muppets Haunted Mansion,2021,6.7,"2,929","Adventure, Comedy, Family",52 ,Film,None,Mild,Mild,None,Moderate
129,Ghosts,2021,8.2,"8,577","Comedy, Fantasy",30 ,Series,Mild,Mild,Mild,Mild,None
130,Fear the Walking Dead,2021,6.9,"120,421","Drama, Horror, Sci-Fi",44 ,Series,Mild,Severe,Mild,Mild,Severe
131,Bridgerton,2021,7.3,"89,503","Drama, Romance",60 ,Series,Severe,Mild,Mild,Mild,Mild
132,House MD,2019,8.7,"432,280","Drama, Mystery",44 ,Series,Mild,Moderate,Mild,Moderate,Moderate
133,Good Girls,2019,7.8,"44,113","Comedy, Crime, Drama",43 ,Series,Mild,Moderate,Mild,Moderate,Mild
134,Suits,1996,8.4,"380,478","Comedy, Drama",44 ,Series,Mild,Mild,Moderate,Moderate,None
135,Once Upon a Time in Hollywood,2019,7.6,"643,564","Comedy, Drama",161 ,Film,Mild,Severe,Severe,Moderate,Moderate
136,My Little Pony A New Generation,2021,7.0,"2,247","Animation, Adventure, Comedy",90 ,Film,None,Mild,None,None,Mild
137,Jungle Cruise,2021,6.6,"113,396","Action, Adventure, Comedy",127 ,Film,None,Moderate,None,Mild,Moderate
138,Gilmore Girls,2021,8.1,"110,011","Comedy, Drama",44 ,Series,Mild,None,Mild,Mild,None
139,True Detective,2021,8.9,"524,326","Crime, Drama, Mystery",55 ,Series,Severe,Severe,Severe,Severe,Severe
140,Bones,2021,7.8,"147,495","Comedy, Crime, Drama",40 ,Series,Mild,Severe,Mild,Mild,Moderate
141,American Horror Stories,2021,6.1,"12,381","Drama, Horror, Thriller",45 ,Series,Moderate,Severe,Severe,Moderate,Severe
142,Intrusion,2021,5.2,"8,561","Drama, Thriller",92 ,Film,None,Mild,Mild,Mild,Moderate
143,Blade Runner 2049,2017,8.0,"502,751","Action, Drama, Mystery",164 ,Film,Moderate,Moderate,Moderate,Mild,Moderate
144,The X Files,2017,8.6,"209,643","Crime, Drama, Mystery",45 ,Series,Mild,Moderate,Mild,Mild,Severe
145,Schitts Creek,2017,8.5,"97,987",Comedy,22 ,Series,Mild,None,Moderate,Mild,None
146,The Matrix Resurrections,2021,No Rate,No Votes,"Action, Sci-Fi",140 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
147,The Vampire Diaries,2021,7.7,"298,419","Drama, Fantasy, Horror",43 ,Series,Moderate,Moderate,Mild,Moderate,Moderate
148,Grantchester,2021,7.9,"11,403","Crime, Drama, Mystery",45 ,Series,Mild,Mild,Mild,Severe,Mild
149,Blue Bayou,2021,7.1,"1,833",Drama,117 ,Film,No Rate,Moderate,Moderate,Mild,Moderate
150,The Matrix,1999,8.7,"1,767,660","Action, Sci-Fi",136 ,Film,Mild,Moderate,Moderate,Mild,Moderate
151,ER,1999,7.7,"54,651","Drama, Romance",44 ,Series,Mild,Moderate,Mild,Mild,Moderate
152,The Wolf of Wall Street,2013,8.2,"1,271,608","Biography, Comedy, Crime",180 ,Film,Severe,Moderate,Severe,Severe,Moderate
153,The Last Kingdom,2013,8.4,"98,462","Action, Drama, History",60 ,Series,Moderate,Severe,Mild,Mild,Moderate
154,The Shawshank Redemption,1994,9.3,"2,474,122",Drama,142 ,Film,Mild,Moderate,Severe,Mild,Moderate
155,Star Trek The Next Generation,1994,8.6,"109,337","Action, Adventure, Mystery",44 ,Series,Mild,Mild,Mild,Mild,Moderate
156,The Walking Dead World Beyond,1994,4.2,"11,306","Drama, Horror, Sci-Fi",60 ,Series,Mild,Moderate,Mild,Mild,Moderate
157,FBI,1994,6.9,"13,075","Action, Crime, Drama",60 ,Series,None,Moderate,Mild,Mild,Moderate
158,Joker,2019,8.4,"1,077,534","Crime, Drama, Thriller",122 ,Film,Mild,Severe,Moderate,Moderate,Severe
159,Harry Potter and the Sorcerers Stone,2001,7.6,"702,396","Adventure, Family, Fantasy",152 ,Film,None,Mild,Mild,None,Mild
160,Curb Your Enthusiasm,2001,8.7,"111,076",Comedy,28 ,Series,Moderate,None,Severe,Mild,None
161,Boruto Naruto Next Generations,2001,7.1,"16,068","Animation, Action, Adventure",23 ,Series,None,Moderate,Mild,Mild,Moderate
162,Zodiac,2007,7.7,"499,163","Crime, Drama, Mystery",157 ,Film,Mild,Moderate,Moderate,Moderate,Severe
163,Supergirl,2007,6.2,"117,623","Action, Adventure, Drama",43 ,Series,Mild,Mild,Mild,Mild,Mild
164,Snake Eyes GI Joe Origins,2021,5.4,"24,928","Action, Adventure, Fantasy",121 ,Film,None,Moderate,Moderate,Mild,Moderate
165,Brassic,1991,8.3,"6,334","Comedy, Drama",43 ,Series,Moderate,Moderate,Severe,Severe,Mild
166,Sons of Anarchy,1991,8.5,"275,596","Crime, Drama, Thriller",45 ,Series,Moderate,Severe,Moderate,Severe,Severe
167,Midsommar,2019,7.1,"256,462","Drama, Horror, Mystery",148 ,Film,Severe,Severe,Moderate,Severe,Severe
168,Spencer,2021,6.7,"1,044","Biography, Drama, Romance",111 ,Film,Severe,None,Severe,Moderate,Severe
169,Dave Chappelle The Closer,2021,8.1,"12,454",Comedy,72 ,Film,Moderate,None,Severe,Mild,Mild
170,The Wheel of Time,2021,No Rate,No Votes,"Action, Adventure, Drama",60 ,Series,No Rate,No Rate,No Rate,No Rate,No Rate
171,Avengers Endgame,2019,8.4,"947,812","Action, Adventure, Drama",181 ,Film,None,Moderate,Mild,Mild,Moderate
172,Cyrano,2021,6.9,86,"Drama, Musical, Romance",124 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
173,Blue Bloods,2021,7.6,"35,262","Crime, Drama, Mystery",43 ,Series,None,Moderate,Mild,Mild,Mild
174,Wrath of Man,2021,7.2,"117,483","Action, Crime, Thriller",119 ,Film,Mild,Severe,Severe,Mild,Severe
175,Community,2022,8.5,"237,389",Comedy,22 ,Series,Mild,None,Mild,Mild,None
176,The Duff,2015,6.5,"89,023","Comedy, Romance",101 ,Film,Mild,Mild,Moderate,Mild,None
177,Family Guy,2015,8.1,"316,718","Animation, Comedy",22 ,Series,Moderate,Severe,Severe,Moderate,Mild
178,Evil,2015,7.7,"18,024","Crime, Drama, Horror",42 ,Series,Mild,Moderate,Mild,No Rate,Moderate
179,Tenet,2020,7.4,"427,885","Action, Sci-Fi, Thriller",150 ,Film,None,Moderate,Mild,Mild,Moderate
180,Survive the Game,2021,5.5,"1,935","Action, Thriller",97 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
181,New Girl,2021,7.7,"205,005",Comedy,22 ,Series,Moderate,None,Mild,Mild,None
182,Busanhaeng,2016,7.6,"190,528","Action, Horror, Thriller",118 ,Film,None,Severe,Mild,None,Severe
183,Killing Eve,2016,8.2,"97,938","Action, Adventure, Drama",42 ,Series,Mild,Moderate,Mild,Mild,Moderate
184,Dark,2016,8.8,"325,113","Crime, Drama, Mystery",60 ,Series,Moderate,Moderate,Moderate,Mild,Moderate
185,Pretty Smart,2022,5.9,"1,581","Comedy, Drama, Romance",30 ,Series,Moderate,None,Moderate,Mild,None
186,Heels,2022,8.2,"4,027","Drama, Sport",60 ,Series,Moderate,Moderate,Moderate,No Rate,No Rate
187,Stargirl,2022,7.2,"14,256","Action, Adventure, Crime",566 ,Series,None,Moderate,Mild,Mild,None
188,This Is Us,2022,8.6,"119,228","Comedy, Drama, Romance",45 ,Series,Mild,None,Mild,Mild,Mild
189,Gladiator,2000,8.5,"1,403,705","Action, Adventure, Drama",155 ,Film,Mild,Severe,Mild,None,Severe
190,Kota Factory,2000,9.2,"61,652","Comedy, Drama",45 ,Series,None,None,Mild,Mild,None
191,Escape Room Tournament of Champions,2021,5.8,"24,494","Action, Adventure, Horror",88 ,Film,None,Mild,Mild,None,Moderate
192,The 100,2021,7.6,"231,713","Drama, Mystery, Sci-Fi",43 ,Series,Mild,Moderate,Mild,Mild,Moderate
193,GoldenEye,1995,7.2,"247,470","Action, Adventure, Thriller",130 ,Film,Moderate,Moderate,Mild,Mild,Moderate
194,The Godfather,1972,9.2,"1,709,439","Crime, Drama",175 ,Film,Moderate,Severe,Moderate,Mild,Moderate
195,Rocketman,2019,7.3,"159,046","Biography, Drama, Music",121 ,Film,Moderate,Mild,Moderate,Severe,Moderate
196,Good Witch,2019,7.3,"9,034","Comedy, Drama, Fantasy",48 ,Series,None,None,None,None,None
197,Beetle Juice,1988,7.5,"277,189","Comedy, Fantasy",92 ,Film,Mild,Moderate,Moderate,Mild,Moderate
198,Magnum PI,1988,5.9,"10,579","Action, Adventure, Crime",43 ,Series,None,Mild,Mild,Mild,Mild
199,Friendzone,2021,5.9,"1,379","Comedy, Romance",88 ,Film,Moderate,None,Mild,Mild,None
200,The Nightmare Before Christmas,1993,8.0,"311,747","Animation, Family, Fantasy",76 ,Film,None,Mild,None,None,Moderate
201,Interstellar,2014,8.6,"1,624,116","Adventure, Drama, Sci-Fi",169 ,Film,None,Mild,Mild,None,Moderate
202,The Rocky Horror Picture Show,1975,7.4,"139,351","Comedy, Horror, Musical",100 ,Film,Moderate,Mild,Mild,Mild,Mild
203,Pig,2021,6.9,"33,733","Drama, Thriller",92 ,Film,None,Moderate,Moderate,Mild,Moderate
204,The Orville,2021,8.0,"64,211","Adventure, Comedy, Drama",44 ,Series,Mild,Mild,Mild,Mild,Mild
205,Endeavour,2021,8.6,"21,802","Crime, Drama, Mystery",89 ,Series,Mild,Moderate,Mild,Mild,Mild
206,Batoru rowaiaru,2000,7.6,"176,302","Action, Adventure, Drama",114 ,Film,Mild,Severe,Mild,Mild,Severe
207,Homeland,2000,8.3,"326,240","Crime, Drama, Mystery",55 ,Series,Severe,Moderate,Moderate,Mild,Moderate
208,Halloween,2007,6.1,"113,922",Horror,109 ,Film,Severe,Severe,Severe,Mild,Severe
209,Knock Knock,2015,4.9,"89,175","Drama, Thriller",99 ,Film,Severe,Moderate,Severe,Mild,Moderate
210,The Dark Knight,2008,9.0,"2,428,117","Action, Crime, Drama",152 ,Film,None,Moderate,Mild,Mild,Severe
211,Two and a Half Men,2008,7.0,"249,542","Comedy, Romance",22 ,Series,Moderate,Mild,Moderate,Severe,None
212,The Protégé,2021,6.1,"13,778","Action, Crime, Thriller",109 ,Film,Mild,Severe,Moderate,Mild,Moderate
213,Parks and Recreation,2021,8.6,"233,155",Comedy,22 ,Series,Mild,Mild,Mild,Mild,None
214,Star Trek Lower Decks,2021,7.2,"12,261","Animation, Action, Adventure",25 ,Series,Mild,Moderate,Mild,Mild,Mild
215,One Piece Wan pîsu,2021,8.8,"86,612","Animation, Action, Adventure",24 ,Series,Mild,Moderate,Mild,Moderate,Moderate
216,A Quiet Place Part II,2020,7.3,"165,973","Drama, Horror, Sci-Fi",97 ,Film,None,Moderate,Mild,None,Severe
217,Cobra Kai,2020,8.6,"127,699","Action, Comedy, Drama",30 ,Series,Mild,Moderate,Moderate,Moderate,Mild
218,FBI Most Wanted,2020,6.8,"5,342","Action, Crime, Drama",45 ,Series,Mild,Moderate,Mild,Moderate,Moderate
219,Dont Breathe 2,2021,6.1,"29,241","Action, Drama, Horror",98 ,Film,None,Severe,Moderate,Mild,Severe
220,Wonder Woman 1984,2020,5.4,"233,753","Action, Adventure, Fantasy",151 ,Film,Mild,Mild,Mild,None,Mild
221,Zack Snyders Justice League,2021,8.1,"340,603","Action, Adventure, Fantasy",242 ,Film,None,Moderate,Mild,Mild,Moderate
222,A Million Little Things,2021,7.9,"10,844","Comedy, Drama, Romance",43 ,Series,Mild,None,Mild,Mild,Mild
223,Reservation Dogs,2021,8.2,"5,946","Comedy, Crime",30 ,Series,None,None,Severe,Mild,No Rate
224,Mad Men,2021,8.6,"220,406",Drama,47 ,Series,Moderate,Mild,Mild,Severe,Mild
225,The Goldbergs,2021,8.0,"34,243",Comedy,22 ,Series,Mild,None,Mild,Mild,None
226,Nobody,2021,7.4,"164,357","Action, Crime, Drama",92 ,Film,None,Severe,Severe,Mild,Severe
227,The Tomorrow War,2021,6.6,"170,217","Action, Adventure, Drama",138 ,Film,None,Moderate,Mild,Mild,Moderate
228,1917,2019,8.3,"497,055","Action, Drama, War",119 ,Film,None,Severe,Moderate,Mild,Severe
229,Sweet Home,2019,7.4,"14,574","Drama, Fantasy, Horror",52 ,Series,None,Severe,Moderate,Moderate,Severe
