Movie_ID,Name,Date,Rate,Votes,Genre,Duration,Type,Nudity,Violence,Profanity,Alcohol,Frightening
2094,Marco Polo,2017,8.0,"68,402","Adventure, Drama, History",60 ,Series,Severe,Severe,Mild,Moderate,Moderate
2095,Karen,2021,2.8,"1,504","Crime, Drama, Thriller",89 ,Film,Mild,Severe,Severe,Severe,Severe
2096,Before I Wake,2016,6.2,"43,533","Drama, Fantasy, Horror",97 ,Film,None,Mild,None,Mild,Moderate
2097,Kol,2020,7.1,"25,697","Crime, Horror, Mystery",112 ,Film,None,Severe,Moderate,Mild,Severe
2098,Its a Wonderful Life,1946,8.6,"423,418","Drama, Family, Fantasy",130 ,Film,None,Mild,None,Mild,Mild
2099,Shrek 2,2004,7.2,"437,621","Animation, Adventure, Comedy",93 ,Film,Mild,Mild,Mild,Mild,Mild
2100,McLeods Daughters,2004,7.3,"5,495","Drama, Romance",45 ,Series,Mild,Mild,Mild,Mild,Moderate
2101,Peep Show,2004,8.6,"56,229",Comedy,25 ,Series,Moderate,Mild,Severe,Severe,None
2102,Strike,2004,7.9,"12,685","Crime, Drama, Mystery",60 ,Series,Mild,Moderate,Moderate,Moderate,Moderate
2103,Cube,1997,7.2,"221,474","Drama, Mystery, Sci-Fi",90 ,Film,Mild,Severe,Moderate,None,Severe
2104,The Howling,1981,6.6,"33,278",Horror,91 ,Film,Moderate,Severe,Mild,Mild,Severe
2105,Cowboys  Aliens,2011,6.0,"214,276","Action, Sci-Fi, Thriller",119 ,Film,Mild,Moderate,Mild,Mild,Moderate
2106,The Place Beyond the Pines,2012,7.3,"256,757","Crime, Drama, Thriller",140 ,Film,Mild,Moderate,Severe,Moderate,Moderate
2107,Below Her Mouth,2016,5.5,"11,467","Drama, Romance",94 ,Film,Severe,None,Mild,Mild,None
2108,Hogans Heroes,2016,7.8,"9,436","Comedy, War",25 ,Series,None,None,None,Mild,No Rate
2109,Superintelligence,2020,5.4,"8,571","Comedy, Romance, Sci-Fi",106 ,Film,Mild,None,Mild,Mild,Mild
2110,Ace Ventura Pet Detective,1994,6.9,"287,991",Comedy,86 ,Film,Moderate,Mild,Moderate,Mild,Mild
2111,Der Untergang,2004,8.2,"342,483","Biography, Drama, History",156 ,Film,Mild,Severe,Mild,Moderate,Severe
2112,Arachnophobia,1990,6.4,"66,985","Comedy, Horror, Thriller",109 ,Film,Mild,Moderate,Mild,Mild,Severe
2113,Gangster Squad,2013,6.7,"210,541","Action, Crime, Drama",113 ,Film,Mild,Severe,Severe,Moderate,Moderate
2114,Capone,2020,4.7,"18,869","Biography, Crime, Drama",103 ,Film,Mild,Severe,Severe,Moderate,Moderate
2115,Escape from New York,1981,7.2,"134,668","Action, Adventure, Sci-Fi",99 ,Film,Mild,Moderate,Moderate,Mild,Moderate
2116,Raging Bull,1980,8.2,"336,631","Biography, Drama, Sport",129 ,Film,Mild,Moderate,Severe,Mild,Moderate
2117,Honest Thief,2020,6.0,"43,570","Action, Crime, Drama",99 ,Film,None,Moderate,Mild,Mild,Mild
2118,Sneaky Pete,2020,8.1,"33,471",Crime,60 ,Series,Moderate,Mild,Severe,Mild,Mild
2119,12 Mighty Orphans,2021,6.8,"2,576","History, Sport",118 ,Film,Mild,Mild,Mild,Mild,Mild
2120,The Kitchen,2019,5.5,"18,911","Action, Crime, Drama",102 ,Film,Mild,Severe,Severe,Mild,Moderate
2121,The Lost World Jurassic Park,1997,6.6,"395,341","Action, Adventure, Sci-Fi",129 ,Film,None,Moderate,Mild,Mild,Severe
2122,Lie with Me,2005,5.3,"14,882","Drama, Romance",93 ,Film,Severe,Mild,Moderate,Mild,No Rate
2123,The Wedding Singer,1998,6.9,"141,874","Comedy, Music, Romance",97 ,Film,Mild,Mild,Moderate,Mild,None
2124,Dawn of the Dead,1978,7.9,"116,182","Horror, Thriller",127 ,Film,Mild,Severe,Moderate,Mild,Severe
2125,The Twilight Saga Eclipse,2010,5.0,"236,536","Action, Adventure, Drama",124 ,Film,Mild,Moderate,Mild,Mild,Moderate
2126,Deadly Friend,1986,5.6,"7,248","Drama, Horror, Sci-Fi",91 ,Film,None,Severe,Moderate,Mild,Severe
2127,Searching,2018,7.6,"152,434","Drama, Mystery, Thriller",102 ,Film,None,Mild,Mild,Mild,Mild
2128,Rushmore,1998,7.7,"176,496","Comedy, Drama, Romance",93 ,Film,Mild,Mild,Moderate,Mild,None
2129,Edge of the World,2021,5.2,"1,345","Adventure, Drama",104 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
2130,Frontier,2021,7.2,"18,879","Adventure, Drama, History",60 ,Series,Moderate,Severe,Moderate,Mild,Moderate
2131,The Happening,2008,5.0,"201,651","Drama, Mystery, Sci-Fi",91 ,Film,None,Moderate,Mild,None,Moderate
2132,The Texas Chainsaw Massacre The Beginning,2006,5.8,"69,966","Horror, Thriller",91 ,Film,Mild,Severe,Severe,Mild,Severe
2133,Gone Baby Gone,2007,7.6,"262,940","Crime, Drama, Mystery",114 ,Film,Mild,Severe,Severe,Moderate,Moderate
2134,Chef,2014,7.3,"206,395","Adventure, Comedy, Drama",114 ,Film,Mild,None,Moderate,Mild,None
2135,Shadow in the Cloud,2020,4.9,"21,544","Action, Horror, War",83 ,Film,None,Moderate,Severe,None,Moderate
2136,Monty Python and the Holy Grail,1975,8.2,"518,859","Adventure, Comedy, Fantasy",91 ,Film,Mild,Moderate,Moderate,None,Mild
2137,AI Artificial Intelligence,2001,7.2,"298,761","Drama, Sci-Fi",146 ,Film,Mild,Mild,Mild,Mild,Moderate
2138,The Secret Life of Walter Mitty,2013,7.3,"304,229","Adventure, Comedy, Drama",114 ,Film,None,Mild,Mild,Mild,Mild
2139,How to Train Your Dragon,2010,8.1,"695,722","Animation, Action, Adventure",98 ,Film,None,Mild,None,None,Mild
2140,Dr Strangelove or How I Learned to Stop Worrying and Love the Bomb,1964,8.4,"468,803",Comedy,95 ,Film,Mild,Mild,Mild,Mild,Mild
2141,Rio Bravo,1959,8.0,"59,307","Action, Drama, Western",141 ,Film,Mild,Mild,Mild,Moderate,Mild
2142,Fresh Off the Boat,1959,7.8,"23,781",Comedy,22 ,Series,None,Mild,Mild,No Rate,No Rate
2143,Love Story,2021,7.8,"1,734",Romance,155 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
2144,The Virginian,2021,7.6,"2,304",Western,75 ,Series,No Rate,No Rate,No Rate,No Rate,No Rate
2145,The Hole,2001,6.2,"45,619","Drama, Mystery, Thriller",102 ,Film,Moderate,Moderate,Moderate,Moderate,Severe
2146,Ballers,2001,7.6,"40,378","Comedy, Drama, Sport",30 ,Series,Severe,Mild,Severe,Moderate,None
2147,I Tonya,2017,7.5,"199,050","Biography, Comedy, Drama",119 ,Film,Moderate,Moderate,Severe,Moderate,Moderate
2148,The League of Extraordinary Gentlemen,2003,5.8,"172,315","Action, Adventure, Fantasy",110 ,Film,None,Moderate,Mild,Mild,Moderate
2149,Needle in a Timestack,2021,3.7,185,"Drama, Fantasy, Romance",111 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
2150,Marley  Me,2008,7.1,"152,084","Comedy, Drama, Family",111 ,Film,Mild,Mild,Moderate,None,Moderate
2151,Sorjonen,2008,7.6,"8,919","Crime, Drama, Mystery",60 ,Series,Moderate,Moderate,Mild,Moderate,Moderate
2152,Wellington Paranormal,2008,7.7,"3,774","Comedy, Crime, Fantasy",30 ,Series,No Rate,No Rate,No Rate,No Rate,No Rate
2153,Weird Science,1985,6.6,"84,331","Comedy, Romance, Sci-Fi",94 ,Film,Mild,Mild,Moderate,Mild,Mild
2154,Takt Op Destiny,1985,8.5,291,"Animation, Action, Adventure",24 ,Series,No Rate,No Rate,No Rate,No Rate,No Rate
2155,Tron,2010,6.8,"323,562","Action, Adventure, Sci-Fi",125 ,Film,None,Mild,Mild,Mild,Moderate
2156,Solar Opposites,2010,8.0,"16,415","Animation, Comedy, Sci-Fi",22 ,Series,Moderate,Severe,Severe,Moderate,Moderate
2157,First Blood,1982,7.7,"238,730","Action, Adventure",93 ,Film,Mild,Moderate,Moderate,Mild,Moderate
2158,1922,2017,6.3,"58,261","Crime, Drama, Horror",102 ,Film,None,Severe,Mild,Mild,Moderate
2159,Excalibur,1981,7.4,"59,746","Action, Adventure, Drama",140 ,Film,Moderate,Moderate,None,None,Mild
2160,Goosebumps,1981,7.7,"12,767","Family, Fantasy, Horror",22 ,Series,None,Mild,None,None,Moderate
2161,Perry Mason,1981,7.5,"16,950","Crime, Drama",60 ,Series,Severe,Moderate,Moderate,Moderate,Moderate
2162,Mannix,1981,7.3,"3,105","Action, Crime, Drama",60 ,Series,None,Mild,None,Mild,Moderate
2163,Ada Twist Scientist,1981,7.4,55,"Animation, Adventure, Comedy",12 ,Series,No Rate,No Rate,No Rate,No Rate,No Rate
2164,The Bourne Identity,2002,7.9,"524,928","Action, Mystery, Thriller",119 ,Film,Mild,Moderate,Moderate,Mild,Moderate
2165,Fractured,2019,6.4,"65,103","Mystery, Thriller",99 ,Film,None,Moderate,Moderate,Mild,Moderate
2166,Beverly Hills Cop,1984,7.3,"174,607","Action, Comedy, Crime",105 ,Film,Moderate,Moderate,Severe,Mild,Mild
2167,Resident Evil The Final Chapter,2016,5.5,"88,801","Action, Horror, Sci-Fi",107 ,Film,None,Severe,Moderate,None,Moderate
2168,Ragtime,1981,7.3,"9,346",Drama,155 ,Film,Mild,Moderate,Moderate,Mild,No Rate
2169,The Belko Experiment,2016,6.1,"48,055","Horror, Thriller",89 ,Film,Mild,Severe,Severe,Mild,Severe
2170,Traffic,2000,7.6,"202,098","Crime, Drama, Thriller",147 ,Film,Moderate,Moderate,Severe,Severe,Moderate
2171,National Lampoons Vacation,1983,7.4,"102,378","Adventure, Comedy",98 ,Film,Moderate,Mild,Moderate,Moderate,Mild
2172,Gåsmamman,1983,7.5,"2,546","Crime, Thriller",45 ,Series,No Rate,No Rate,No Rate,No Rate,No Rate
2173,Hunt for the Wilderpeople,2016,7.9,"121,089","Adventure, Comedy, Drama",101 ,Film,Mild,Moderate,Moderate,Mild,Mild
2174,Gone in Sixty Seconds,2000,6.5,"268,597","Action, Crime, Thriller",118 ,Film,Moderate,Moderate,Moderate,Mild,Mild
2175,12 Monkeys,2000,7.7,"42,680","Adventure, Drama, Mystery",42 ,Series,Mild,Moderate,Moderate,Mild,Moderate
2176,A Ghost Story,2017,6.9,"66,758","Drama, Fantasy, Romance",92 ,Film,Mild,Mild,Mild,Mild,Mild
2177,Paranormal Activity,2007,6.3,"228,771","Horror, Mystery",86 ,Film,None,Mild,Moderate,Mild,Severe
2178,Jane Eyre,2011,7.3,"84,734","Drama, Romance",120 ,Film,None,Mild,Mild,Mild,Moderate
2179,Stowaway,2021,5.6,"39,648","Drama, Sci-Fi, Thriller",116 ,Film,None,None,Mild,None,Mild
2180,Hudson  Rex,2021,7.1,"1,497","Crime, Drama, Mystery",45 ,Series,None,No Rate,Mild,No Rate,No Rate
2181,The Losers,2010,6.3,"97,873","Action, Adventure, Crime",97 ,Film,Mild,Moderate,Moderate,Mild,Moderate
2182,Texas Chainsaw 3D,2013,4.8,"47,795","Horror, Thriller",92 ,Film,Mild,Severe,Severe,Mild,Severe
2183,Tag,2018,6.5,"124,702","Action, Comedy",100 ,Film,Moderate,Mild,Severe,Moderate,None
2184,After Hours,1985,7.7,"64,857","Comedy, Crime, Drama",97 ,Film,Moderate,Mild,Mild,Moderate,Mild
2185,Fear,1996,6.2,"45,246","Drama, Thriller",97 ,Film,Moderate,Severe,Moderate,Moderate,Severe
2186,Porkys,1981,6.2,"40,787",Comedy,94 ,Film,Moderate,Mild,Moderate,Mild,None
2187,The Rain,2021,6.3,"33,821","Drama, Sci-Fi, Thriller",45 ,Series,Mild,Moderate,Moderate,Mild,Moderate
2188,Clique,2021,7.0,"2,726","Drama, Thriller",43 ,Series,Moderate,No Rate,Severe,Moderate,No Rate
2189,The Purge,2021,6.5,"14,894","Action, Drama, Horror",42 ,Series,Mild,Severe,Moderate,Mild,Severe
2190,Blackhat,2015,5.4,"56,909","Action, Crime, Thriller",133 ,Film,Mild,Moderate,Mild,Mild,Moderate
2191,Benidorm,2015,7.4,"4,639",Comedy,30 ,Series,Moderate,None,Moderate,Mild,Mild
2192,October Sky,1999,7.8,"87,180","Biography, Drama, Family",108 ,Film,None,Mild,Mild,None,Mild
2193,Murder Mystery,2019,6.0,"113,714","Action, Comedy, Crime",97 ,Film,Mild,Mild,Mild,Mild,Mild
2194,Genius,2019,8.3,"17,684","Biography, Drama, History",43 ,Series,Moderate,Moderate,Mild,Mild,Mild
2195,Mamma Mia Here We Go Again,2018,6.6,"87,351","Comedy, Musical, Romance",114 ,Film,Mild,None,None,Mild,None
2196,Kôdo giasu  Hangyaku no rurûshu Code Geass  Lelouch of the Rebellion,2018,8.7,"58,256","Animation, Action, Drama",24 ,Series,Moderate,Moderate,Mild,Mild,Severe
2197,The Exorcist III,1990,6.5,"29,623","Drama, Horror, Mystery",110 ,Film,Mild,Moderate,Mild,Mild,Severe
2198,Halloweentown II Kalabars Revenge,2001,6.5,"8,229","Adventure, Family, Fantasy",81 ,Film,None,None,None,None,Mild
2199,Murder on the Orient Express,1974,7.3,"58,838","Crime, Drama, Mystery",128 ,Film,None,Mild,None,Mild,Mild
2200,Romancing the Stone,1984,6.9,"88,373","Action, Adventure, Comedy",106 ,Film,Mild,Moderate,Mild,Mild,Mild
2201,Unbreakable,2000,7.3,"401,871","Drama, Mystery, Sci-Fi",106 ,Film,Mild,Moderate,Mild,Mild,Moderate
2202,Boyz n the Hood,1991,7.8,"133,409","Crime, Drama",112 ,Film,Moderate,Moderate,Severe,Moderate,Severe
2203,Vis a vis,1991,8.2,"19,515","Action, Adventure, Drama",53 ,Series,Severe,Moderate,Moderate,Severe,Moderate
2204,Easy A,2010,7.0,"373,327","Comedy, Drama, Romance",92 ,Film,Moderate,Mild,Moderate,Mild,None
2205,Little Miss Sunshine,2006,7.8,"455,783","Comedy, Drama",101 ,Film,Mild,None,Moderate,Moderate,Mild
2206,Austin Powers in Goldmember,2002,6.2,"202,335","Action, Adventure, Comedy",94 ,Film,Moderate,Moderate,Moderate,Mild,Mild
2207,American Graffiti,1973,7.4,"85,695","Comedy, Drama",110 ,Film,Mild,Mild,Moderate,Mild,Mild
2208,21 Jump Street,1973,7.3,"11,709","Crime, Drama, Mystery",60 ,Series,None,Moderate,Mild,Moderate,Moderate
2209,The Alpines,2021,5.7,"2,249","Drama, Horror, Mystery",93 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
2210,The Young and the Restless,2021,5.1,"5,978","Drama, Romance",60 ,Series,Moderate,Severe,Severe,Mild,Mild
2211,If Beale Street Could Talk,2018,7.1,"46,133","Drama, Romance",119 ,Film,Moderate,Mild,Moderate,Mild,Mild
2212,Falling Down,1993,7.6,"180,611","Action, Crime, Drama",113 ,Film,Mild,Moderate,Severe,Mild,Severe
2213,Hotel Transylvania 2,2015,6.7,"116,092","Animation, Adventure, Comedy",89 ,Film,None,Mild,None,None,Mild
2214,Public Enemies,2009,7.0,"290,768","Biography, Crime, Drama",140 ,Film,Mild,Moderate,Mild,Mild,Moderate
2215,Blades of Glory,2007,6.3,"163,246","Comedy, Sport",93 ,Film,Moderate,Mild,Moderate,Mild,None
2216,Workin Moms,2007,7.7,"13,691",Comedy,30 ,Series,Moderate,None,Moderate,Moderate,None
2217,Pitch Perfect 2,2015,6.4,"149,127","Comedy, Music",115 ,Film,Mild,None,Mild,Mild,None
2218,Inherent Vice,2014,6.7,"99,335","Comedy, Crime, Drama",148 ,Film,Moderate,Mild,Severe,Severe,Moderate
2219,The Replacements,2000,6.6,"61,174","Comedy, Sport",118 ,Film,Mild,Mild,Moderate,Mild,Mild
2220,Defiance,2008,7.2,"143,033","Action, Drama, History",137 ,Film,Mild,Moderate,Moderate,Mild,Severe
2221,Erin Brockovich,2000,7.4,"186,799","Biography, Drama",131 ,Film,Mild,Mild,Moderate,Mild,Mild
2222,Shark Tale,2004,6.0,"174,445","Animation, Adventure, Comedy",90 ,Film,Mild,Mild,Mild,Mild,Mild
2223,Under the Dome,2004,6.6,"103,580","Drama, Mystery, Sci-Fi",43 ,Series,Moderate,Moderate,Mild,Moderate,Severe
2224,The Final Destination,2009,5.2,"101,193","Action, Horror, Thriller",82 ,Film,Moderate,Severe,Severe,Moderate,Severe
2225,The ChangeUp,2011,6.3,"174,747","Comedy, Fantasy",112 ,Film,Severe,Mild,Severe,Moderate,None
2226,The Rainmaker,1997,7.2,"69,736","Crime, Drama, Thriller",135 ,Film,Mild,Mild,Mild,Mild,Mild
2227,The Karate Kid,2010,6.2,"171,499","Action, Drama, Family",140 ,Film,None,Moderate,Mild,None,Mild
2228,Contact,1997,7.5,"264,273","Drama, Mystery, Sci-Fi",150 ,Film,Mild,Mild,Mild,Mild,Mild
2229,Monsters at Work,1997,7.1,"5,063","Animation, Adventure, Comedy",22 ,Series,None,Mild,None,None,None
2230,Blossom,1997,6.1,"7,592","Comedy, Drama, Family",30 ,Series,Mild,None,None,No Rate,No Rate
2231,Venom,2005,4.6,"9,923",Horror,87 ,Film,Mild,Severe,Severe,Mild,Severe
2232,City on a Hill,2005,7.6,"10,208","Crime, Drama, Thriller",60 ,Series,Moderate,Moderate,Severe,Moderate,Moderate
2233,Apache Junction,2021,3.8,178,"Action, Adventure, Crime",94 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
2234,The Cowboys,1972,7.4,"13,849","Adventure, Drama, Western",134 ,Film,Mild,Moderate,Moderate,Mild,Moderate
2235,This Is 40,2012,6.2,"133,744","Comedy, Romance",134 ,Film,Moderate,Mild,Severe,Mild,None
2236,Xena Warrior Princess,2012,6.7,"43,432","Action, Adventure, Drama",45 ,Series,Mild,Moderate,None,Mild,Mild
2237,Mission Impossible,2012,7.9,"8,866","Action, Adventure, Crime",50 ,Series,None,Mild,No Rate,Mild,No Rate
2238,The Masked Singer,2012,5.9,"3,685","Game-Show, Music, Reality-TV",60 ,Series,Mild,None,Moderate,Mild,Mild
2239,Jason Bourne,2016,6.6,"216,427","Action, Thriller",123 ,Film,None,Moderate,Moderate,None,Moderate
2240,Hotaru no haka,1988,8.5,"253,961","Animation, Drama, War",89 ,Film,None,Moderate,Mild,Mild,Severe
2241,Who Framed Roger Rabbit,1988,7.7,"191,275","Animation, Adventure, Comedy",104 ,Film,Mild,Mild,Mild,Moderate,Moderate
2242,Demolition,2015,7.0,"94,811","Comedy, Drama",101 ,Film,Mild,Mild,Moderate,Mild,Mild
2243,The Warriors,1979,7.6,"98,134","Action, Crime, Thriller",92 ,Film,Mild,Moderate,Moderate,Mild,Moderate
2244,Dublin Murders,2019,7.2,"9,644","Crime, Drama, Mystery",60 ,Series,Mild,Moderate,Mild,Moderate,Mild
2245,Along Came a Spider,2001,6.4,"81,482","Drama, Thriller",104 ,Film,Mild,Severe,Moderate,Mild,Moderate
2246,Forbidden Planet,1956,7.6,"47,290","Action, Adventure, Sci-Fi",98 ,Film,None,Mild,None,Mild,Mild
2247,Thelma  Louise,1991,7.5,"144,992","Adventure, Crime, Drama",130 ,Film,Moderate,Moderate,Moderate,Mild,Moderate
2248,The Boondock Saints,1999,7.7,"233,172","Action, Crime, Thriller",108 ,Film,Moderate,Severe,Severe,Moderate,Moderate
2249,Sausage Party,2016,6.1,"184,434","Animation, Adventure, Comedy",89 ,Film,Severe,Moderate,Severe,Moderate,Moderate
2250,Private Eyes,2016,7.4,"4,147","Comedy, Crime, Drama",43 ,Series,Mild,Mild,Mild,No Rate,No Rate
2251,Transformers Age of Extinction,2014,5.6,"305,225","Action, Adventure, Sci-Fi",165 ,Film,Mild,Moderate,Moderate,Moderate,Moderate
2252,The Spanish Princess,2014,6.9,"6,539","Drama, History, Romance",55 ,Series,Moderate,Moderate,No Rate,No Rate,Moderate
2253,Without a Trace,2014,6.9,"19,129","Crime, Drama, Mystery",60 ,Series,No Rate,No Rate,No Rate,No Rate,No Rate
2254,Barbarians,2014,7.2,"20,945","Action, Adventure, Drama",280 ,Series,Mild,Severe,Mild,Mild,Moderate
2255,9 Songs,2004,4.8,"22,129","Drama, Music, Romance",71 ,Film,Severe,None,Mild,Moderate,None
2256,Dracula Untold,2014,6.3,"186,984","Action, Drama, Fantasy",92 ,Film,Mild,Moderate,None,None,Moderate
2257,Sen Çal Kapimi,2014,7.5,"7,043","Comedy, Romance",120 ,Series,Mild,No Rate,No Rate,No Rate,No Rate
2258,MacGyver,2014,7.7,"37,198","Action, Adventure, Crime",48 ,Series,Mild,Mild,Mild,Mild,Moderate
2259,The Mask of Zorro,1998,6.8,"175,923","Action, Adventure, Comedy",136 ,Film,Mild,Moderate,Mild,Mild,Moderate
2260,Lawrence of Arabia,1962,8.3,"280,229","Adventure, Biography, Drama",228 ,Film,None,Moderate,Mild,Mild,Moderate
2261,Miami Vice,2006,6.0,"113,818","Action, Crime, Drama",132 ,Film,Moderate,Severe,Moderate,Moderate,Moderate
2262,The Elephant Man,1980,8.1,"231,156","Biography, Drama",124 ,Film,None,Mild,Mild,Mild,Severe
2263,Law Abiding Citizen,2009,7.4,"283,020","Action, Crime, Drama",109 ,Film,Mild,Severe,Severe,Mild,Severe
2264,Slither,2006,6.5,"78,945","Comedy, Horror, Sci-Fi",95 ,Film,Mild,Severe,Severe,Mild,Severe
2265,Dirty Work,1998,6.4,"26,350",Comedy,82 ,Film,Moderate,Mild,Mild,Mild,None
2266,Brothers  Sisters,1998,7.3,"22,625",Drama,60 ,Series,Mild,None,Mild,No Rate,Mild
2267,Return to Halloweentown,2004,5.5,"6,234","Action, Comedy, Family",88 ,Film,None,No Rate,Mild,No Rate,None
2268,Forgetting Sarah Marshall,2008,7.1,"274,065","Comedy, Drama, Romance",111 ,Film,Severe,Mild,Moderate,Mild,None
2269,Sleepless in Seattle,1993,6.8,"167,456","Comedy, Drama, Romance",105 ,Film,Mild,None,Mild,Mild,None
2270,Palmer,2021,7.3,"29,480",Drama,110 ,Film,Moderate,Mild,Moderate,Moderate,Mild
2271,Gieokui bam,2017,7.5,"26,651","Mystery, Thriller",108 ,Film,None,Moderate,Mild,Mild,Moderate
2272,To Kill a Mockingbird,1962,8.3,"304,935","Crime, Drama",129 ,Film,None,Mild,Mild,Mild,Moderate
2273,Anatomie,2000,6.0,"12,481","Horror, Thriller",103 ,Film,Moderate,Severe,Moderate,Mild,Severe
2274,Numb3rs,2000,6.9,"40,999","Crime, Drama, Mystery",43 ,Series,Mild,Moderate,Mild,No Rate,Moderate
2275,The Little Rascals,1994,6.3,"46,692","Comedy, Family, Romance",82 ,Film,None,Mild,None,None,Mild
2276,Beautiful Creatures,2013,6.2,"85,965","Drama, Fantasy, Romance",124 ,Film,Mild,Mild,Mild,None,Mild
2277,Beethoven,1992,5.7,"69,374","Comedy, Drama, Family",87 ,Film,None,Mild,Mild,Mild,Mild
2278,Disenchantment,1992,7.2,"52,692","Animation, Action, Adventure",30 ,Series,Mild,Moderate,Mild,Moderate,Mild
2279,Onward,2020,7.4,"126,955","Animation, Adventure, Comedy",102 ,Film,None,Mild,None,None,Mild
2280,The Expendables 3,2014,6.1,"175,832","Action, Adventure, Thriller",126 ,Film,None,Moderate,Moderate,Mild,Moderate
2281,Norsemen,2014,7.8,"16,301",Comedy,30 ,Series,Moderate,Severe,Moderate,Mild,Mild
2282,Mad Max 2,1981,7.6,"173,077","Action, Adventure, Sci-Fi",96 ,Film,Moderate,Moderate,Mild,None,Moderate
2283,Dirk Gentlys Holistic Detective Agency,2022,8.2,"46,742","Action, Adventure, Comedy",60 ,Series,Mild,Moderate,Mild,Mild,Mild
2284,Adventures of a Mathematician,2020,5.5,167,"Biography, Drama",102 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
2285,Bridge of Spies,2015,7.6,"299,591","Drama, History, Thriller",142 ,Film,None,Moderate,Moderate,Mild,Mild
2286,Marriage on the Rocks,1965,5.8,"1,145",Comedy,109 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
2287,Sex and the City,2008,5.6,"118,801","Comedy, Drama, Romance",145 ,Film,Severe,None,Moderate,Mild,None
2288,Prospect,2018,6.3,"25,460","Adventure, Drama, Sci-Fi",100 ,Film,None,Moderate,Mild,Mild,Moderate
2289,Beck,2018,7.4,"4,649","Crime, Mystery, Thriller",90 ,Series,No Rate,No Rate,No Rate,No Rate,No Rate
2290,Atomic Blonde,2017,6.7,"185,030","Action, Thriller",115 ,Film,Moderate,Severe,Moderate,Moderate,Moderate
2291,The Goldfinch,2019,6.4,"20,109",Drama,149 ,Film,None,Mild,Moderate,Severe,Mild
2292,Crawl,2019,6.1,"78,056","Action, Horror, Thriller",87 ,Film,None,Severe,Moderate,None,Severe
2293,Leaving Las Vegas,1995,7.5,"119,359","Drama, Romance",111 ,Film,Moderate,Moderate,Severe,Severe,Severe
2294,Perfume The Story of a Murderer,2006,7.5,"241,534","Crime, Drama, Fantasy",147 ,Film,Severe,Severe,None,Mild,Moderate
2295,The Gifted,2006,7.3,"33,065","Action, Drama, Fantasy",43 ,Series,None,Mild,Mild,Mild,Mild
2296,Coyote Ugly,2000,5.7,"110,965","Comedy, Drama, Music",100 ,Film,Mild,Mild,Mild,Mild,Mild
2297,Den of Thieves,2018,7.0,"101,546","Action, Crime, Drama",140 ,Film,Mild,Moderate,Severe,Moderate,Moderate
2298,V,2018,6.8,"54,605","Drama, Sci-Fi, Thriller",42 ,Series,Mild,Severe,Mild,Mild,Moderate
2299,The Good Liar,2019,6.7,"34,278","Crime, Drama, Mystery",109 ,Film,Mild,Moderate,Moderate,Mild,Moderate
2300,NipTuck,2019,7.6,"54,327",Drama,44 ,Series,Severe,Severe,Severe,Moderate,Severe
2301,Habitación en Roma,2010,6.1,"23,222","Drama, Romance",107 ,Film,Severe,Mild,Mild,Mild,None
2302,Legion,2010,5.3,"102,632","Action, Fantasy, Horror",100 ,Film,None,Severe,Severe,Mild,Severe
2303,The Mutation,2021,4.1,468,"Horror, Sci-Fi, Thriller",87 ,Film,No Rate,No Rate,No Rate,No Rate,No Rate
2304,Dark Side of the Ring,2021,8.8,"2,410","Documentary, Drama, History",60 ,Series,No Rate,No Rate,No Rate,No Rate,No Rate
2305,Doctor Foster,2021,7.7,"17,263",Drama,60 ,Series,Moderate,Mild,Moderate,Mild,Mild
2306,Black Summer,2021,6.5,"26,715","Action, Drama, Horror",40 ,Series,Mild,Moderate,Moderate,Mild,Severe
2307,Unbreakable Kimmy Schmidt,2021,7.6,"67,004",Comedy,30 ,Series,Mild,None,Mild,Mild,None
2308,Haunt,2019,6.3,"24,822","Horror, Thriller",92 ,Film,None,Severe,Moderate,Mild,Severe
2309,Die Hard 2,1990,7.1,"348,068","Action, Thriller",124 ,Film,Mild,Severe,Severe,Mild,Moderate
2310,War for the Planet of the Apes,2017,7.4,"240,090","Action, Adventure, Drama",140 ,Film,None,Moderate,Mild,Mild,Moderate
2311,Gintama,2017,8.6,"8,691","Animation, Action, Comedy",25 ,Series,Moderate,Severe,Moderate,Moderate,Moderate
2312,George Lopez,2017,6.7,"11,028","Comedy, Drama",30 ,Series,None,None,Mild,Moderate,None
2313,Annabelle Comes Home,2019,5.9,"67,797","Horror, Mystery, Thriller",106 ,Film,None,Moderate,Mild,None,Severe
2314,Sixteen Candles,1984,7.0,"110,378","Comedy, Romance",93 ,Film,Moderate,None,Moderate,Moderate,None
2315,I Still Know What You Did Last Summer,1998,4.7,"71,460","Horror, Mystery",100 ,Film,Mild,Severe,Severe,Moderate,Severe
2316,Henry Danger,1998,5.8,"4,196","Action, Comedy, Family",30 ,Series,None,Mild,None,None,Mild
2317,Spy,2015,7.0,"237,657","Action, Comedy",120 ,Film,Moderate,Severe,Severe,Mild,Mild
